ac	name	clade	eco	host	ref
EPI760034	duck_Guangdong_01_01_SZSGXJK005_G_2016	234	D	A	-
EPI760042	duck_Guangdong_01_01_SZSGXJK006_Y_2016	234	D	A	-
EPI760050	duck_Guangdong_01_01_SZSGXJK006_G_2016	234	D	A	-
EPI760055	duck_Guangdong_01_01_SZSGXJK007_G_2016	234	D	A	-
EPI760079	environment_Guangdong_01_01_SZSGXJK006_E_2016	234	D	E	27916476
EPI760823	chicken_Guangdong_10_16_SZLGKQHY_072_2015	234	D	A	-
EPI768621	chicken_Wuxi_SC7393_2015	234	D	A	-
EPI774113	Bar_headed_Goose_Qinghai_BTY1_B_2016	234	W	A	-
EPI774133	Bar_headed_Goose_Qinghai_BTY2_B_2016	234	W	A	-
EPI774142	Bar_headed_Goose_Qinghai_BTY2_LU_2016	234	W	A	-
EPI774150	Bar_headed_Goose_Qinghai_BTY3_B_2016	234	W	A	-
EPI774159	Bar_headed_Goose_Qinghai_BTY3_LU_2016	234	W	A	-
EPI774168	Bar_headed_Goose_Qinghai_BTY4_B_2016	234	W	A	-
EPI774176	Bar_headed_Goose_Qinghai_BTY4_LU_2016	234	W	A	-
EPI774185	Bar_headed_Goose_Qinghai_BTY5_B_2016	234	W	A	-
EPI774193	Bar_headed_Goose_Qinghai_BTY6_B_2016	234	W	A	-
EPI774201	Bar_headed_Goose_Qinghai_BTY6_LU_2016	234	W	A	-
EPI774210	Bar_headed_Goose_Qinghai_BTY7_B_2016	234	W	A	-
EPI774218	Bar_headed_Goose_Qinghai_BTY7_LU1_2016	234	W	A	-
EPI774226	Bar_headed_Goose_Qinghai_BTY7_LU2_2016	234	W	A	-
EPI774234	Bar_headed_Goose_Qinghai_BTY8_B_2016	234	W	A	-
EPI774242	Bar_headed_Goose_Qinghai_BTY8_LU_2016	234	W	A	-
EPI774251	Bar_headed_Goose_Qinghai_BTY9_B_2016	234	W	A	-
EPI774259	Bar_headed_Goose_Qinghai_BTY9_LU_2016	234	W	A	-
EPI774267	Bar_headed_Goose_Qinghai_BTY10_B_2016	234	W	A	-
EPI774277	Bar_headed_Goose_Qinghai_BTY10_LU_2016	234	W	A	-
EPI774286	Bar_headed_Goose_Qinghai_BTY11_B_2016	234	W	A	-
EPI774294	Bar_headed_Goose_Qinghai_BTY11_LU_2016	234	W	A	-
EPI774302	Bar_headed_Goose_Qinghai_BTY12_B_2016	234	W	A	-
EPI774310	Bar_headed_Goose_Qinghai_BTY12_LU_2016	234	W	A	-
EPI774318	Bar_headed_Goose_Qinghai_BTY13_B_2016	234	W	A	-
EPI774326	Bar_headed_Goose_Qinghai_BTY13_LU_2016	234	W	A	-
EPI774335	Bar_headed_Goose_Qinghai_BTY14_B_2016	234	W	A	-
EPI774344	Bar_headed_Goose_Qinghai_BTY14_LU_2016	234	W	A	-
EPI774352	Bar_headed_Goose_Qinghai_BTY15_B_2016	234	W	A	-
EPI774361	Bar_headed_Goose_Qinghai_BTY15_LU_2016	234	W	A	-
EPI774369	Bar_headed_Goose_Qinghai_BTY16_B_2016	234	W	A	-
EPI774378	Bar_headed_Goose_Qinghai_BTY16_LU_2016	234	W	A	-
EPI774386	Bar_headed_Goose_Qinghai_BTY17_B_2016	234	W	A	-
EPI774394	Bar_headed_Goose_Qinghai_BTY17_LU_2016	234	W	A	-
EPI774402	Bar_headed_Goose_Qinghai_BTY18_B_2016	234	W	A	-
EPI774410	Bar_headed_Goose_Qinghai_BTY18_LU_2016	234	W	A	-
EPI774426	Brown_headed_Gull_Qinghai_ZTO1_B_2016	234	W	A	-
EPI774434	Brown_headed_Gull_Qinghai_ZTO1_LU_2016	234	W	A	-
EPI774442	Brown_headed_Gull_Qinghai_ZTO3_B_2016	234	W	A	-
EPI774450	Brown_headed_Gull_Qinghai_ZTO3_LU_2016	234	W	A	-
EPI774458	Brown_headed_Gull_Qinghai_ZTO4_B_2016	234	W	A	-
EPI774466	Brown_headed_Gull_Qinghai_ZTO5_B_2016	234	W	A	-
EPI774475	Brown_headed_Gull_Qinghai_ZTO5_K_2016	234	W	A	-
EPI774483	Brown_headed_Gull_Qinghai_ZTO6_B_2016	234	W	A	-
EPI774490	Brown_headed_Gull_Qinghai_ZTO6_SP_2016	234	W	A	-
EPI774498	Brown_headed_Gull_Qinghai_ZTO6_MU_2016	234	W	A	-
EPI774506	Great_Black_headed_Gull_Qinghai_YO1_B_2016	234	W	A	-
EPI858820	goose_Shandong_LQ01694_2013	234	D	A	-
EPI858828	chicken_Shandong_KD02699_2013	234	D	A	-
EPI873668	Hunan_55555_2016	234	D	M	-
EPI873669	Guangxi_55726_2016	234	D	M	-
EPI956143	chicken_Anhui_AH325_2015	234	D	A	-
EPI956202	chicken_Hunan_HN244_2015	234	D	A	-
EPI956210	chicken_Hunan_HN245_2015	234	D	A	-
EPI956218	chicken_Hunan_HN247_2015	234	D	A	-
EPI956238	chicken_Hunan_HN248_2015	234	D	A	-
EPI956246	chicken_Hunan_HN249_2015	234	D	A	-
EPI956254	chicken_Hunan_HN250_2015	234	D	A	-
EPI956262	chicken_Hunan_HN251_2015	234	D	A	-
EPI956270	chicken_Hunan_HN252_2015	234	D	A	-
EPI956290	chicken_Hunan_HN254_2015	234	D	A	-
EPI956298	chicken_Hunan_HN263_2015	234	D	A	-
EPI956306	chicken_Hunan_HN255_2015	234	D	A	-
EPI956314	chicken_Hunan_HN264_2015	234	D	A	-
EPI956322	chicken_Hunan_HN265_2015	234	D	A	-
EPI956330	chicken_Hunan_HN266_2015	234	D	A	-
EPI956338	chicken_Hunan_HN301_2015	234	D	A	-
EPI956346	chicken_Hunan_HN302_2015	234	D	A	-
EPI956354	chicken_Hunan_HN303_2015	234	D	A	-
EPI956362	chicken_Hunan_HN304_2015	234	D	A	-
EPI956413	chicken_Hunan_HN305_2015	234	D	A	-
EPI956472	chicken_Hunan_HN306_2015	234	D	A	-
EPI956480	chicken_Hunan_HN307_2015	234	D	A	-
EPI956488	chicken_Hunan_HN308_2015	234	D	A	-
EPI956496	chicken_Hunan_HN40_2015	234	D	A	-
EPI956648	chicken_Hunan_HN58_2015	234	D	A	-
EPI956656	chicken_Hunan_HN75_2015	234	D	A	-
EPI956672	duck_Anhui_AH328_2015	234	D	A	-
EPI956680	duck_Hunan_193_2014	234	D	A	-
EPI956688	duck_Hunan_233_2014	234	D	A	-
EPI956871	duck_Hunan_HN05_2014	234	D	A	-
EPI956982	duck_Hunan_HN13_2015	234	D	A	-
EPI956990	duck_Hunan_HN16_2015	234	D	A	-
EPI957075	duck_Hunan_HN162_2015	234	D	A	-
EPI957118	duck_Hunan_HN163_2015	234	D	A	-
EPI957126	duck_Hunan_HN167_2015	234	D	A	-
EPI957134	duck_Hunan_HN171_2015	234	D	A	-
EPI957142	duck_Hunan_HN172_2015	234	D	A	-
EPI957181	duck_Hunan_HN174_2015	234	D	A	-
EPI957366	duck_Hunan_HN176_2015	234	D	A	-
EPI957374	duck_Hunan_HN177_2015	234	D	A	-
EPI957396	duck_Hunan_HN178_2015	234	D	A	-
EPI957406	duck_Hunan_HN182_2015	234	D	A	-
EPI957414	duck_Hunan_HN183_2015	234	D	A	-
EPI957424	duck_Hunan_HN186_2015	234	D	A	-
EPI957435	duck_Hunan_HN190_2015	234	D	A	-
EPI957448	duck_Hunan_HN191_2015	234	D	A	-
EPI957459	duck_Hunan_HN192_2015	234	D	A	-
EPI957468	duck_Hunan_HN194_2015	234	D	A	-
EPI957478	duck_Hunan_HN195_2015	234	D	A	-
EPI957486	duck_Hunan_HN197_2015	234	D	A	-
EPI957494	duck_Hunan_HN201_2015	234	D	A	-
EPI957502	duck_Hunan_HN204_2015	234	D	A	-
EPI957510	duck_Hunan_HN205_2015	234	D	A	-
EPI957518	duck_Hunan_HN206_2015	234	D	A	-
EPI957526	duck_Hunan_HN207_2015	234	D	A	-
EPI957534	duck_Hunan_HN208_2015	234	D	A	-
EPI957542	duck_Hunan_HN209_2015	234	D	A	-
EPI957561	duck_Hunan_HN210_2015	234	D	A	-
EPI957569	duck_Hunan_HN212_2015	234	D	A	-
EPI957824	duck_Hunan_HN214_2015	234	D	A	-
EPI957834	duck_Hunan_HN215_2015	234	D	A	-
EPI957843	duck_Hunan_HN216_2015	234	D	A	-
EPI957851	duck_Hunan_HN217_2015	234	D	A	-
EPI957861	duck_Hunan_HN220_2015	234	D	A	-
EPI957872	duck_Hunan_HN221_2015	234	D	A	-
EPI957881	duck_Hunan_HN224_2015	234	D	A	-
EPI957891	duck_Hunan_HN227_2015	234	D	A	-
EPI957899	duck_Hunan_HN230_2015	234	D	A	-
EPI957907	duck_Hunan_HN234_2015	232	D	A	-
EPI957951	duck_Hunan_HN236_2015	234	D	A	-
EPI957959	duck_Hunan_HN238_2015	234	D	A	-
EPI957967	duck_Hunan_HN239_2015	234	D	A	-
EPI957975	duck_Hunan_HN240_2015	234	D	A	-
EPI957983	duck_Hunan_HN241_2015	234	D	A	-
EPI957991	duck_Hunan_HN242_2015	234	D	A	-
EPI958003	duck_Hunan_HN271_2015	234	D	A	-
EPI958012	duck_Hunan_HN277_2015	234	D	A	-
EPI958022	duck_Hunan_HN278_2015	234	D	A	-
EPI958030	duck_Hunan_HN285_2015	234	D	A	-
EPI958040	duck_Hunan_HN288_2015	234	D	A	-
EPI958048	duck_Hunan_HN29_2015	234	D	A	-
EPI958056	duck_Hunan_HN333_2015	234	D	A	-
EPI958064	duck_Hunan_HN334_2015	234	D	A	-
EPI958072	duck_Hunan_HN335_2015	234	D	A	-
EPI958080	duck_Hunan_HN336_2015	234	D	A	-
EPI958088	duck_Hunan_HN339_2015	234	D	A	-
EPI958096	duck_Hunan_HN341_2015	234	D	A	-
EPI958104	duck_Hunan_HN342_2015	234	D	A	-
EPI958112	duck_Hunan_HN343_2015	234	D	A	-
EPI958120	duck_Hunan_HN42_2015	234	D	A	-
EPI958128	duck_Hunan_HN45_2015	234	D	A	-
EPI958136	duck_Hunan_HN53_2015	234	D	A	-
EPI958145	duck_Hunan_HN54_2015	234	D	A	-
EPI958153	duck_Hunan_HN59_2015	234	D	A	-
EPI958161	duck_Hunan_HN60_2015	234	D	A	-
EPI958169	duck_Hunan_HN61_2015	234	D	A	-
EPI958177	duck_Hunan_HN64_2015	234	D	A	-
EPI958186	duck_Hunan_HN66_2015	234	D	A	-
EPI958194	duck_Hunan_HN67_2015	234	D	A	-
EPI958202	duck_Hunan_HN71_2015	234	D	A	-
EPI958519	duck_Hunan_HN72_2015	234	D	A	-
EPI958527	duck_Hunan_HN74_2015	234	D	A	-
EPI958535	duck_Hunan_HN76_2015	234	D	A	-
EPI958543	duck_Hunan_HN78_2015	234	D	A	-
EPI958551	duck_Hunan_HN80_2015	234	D	A	-
EPI958559	environment_Hunan_HN261_2015	234	D	E	28404845
EPI958567	goose_Anhui_AH350_2015	234	D	A	-
EPI958575	goose_Hubei_113_2014	234	D	A	-
EPI958583	goose_HuBei_117_2014	234	D	A	-
EPI958591	goose_Hunan_107_2014	234	D	A	-
EPI958599	goose_Hunan_109_2014	234	D	A	-
EPI958607	goose_Hunan_110_2014	234	D	A	-
EPI958615	goose_Hunan_111_2014	234	D	A	-
EPI958624	goose_Hunan_115_2014	234	D	A	-
EPI958632	goose_Hunan_116_2014	234	D	A	-
EPI958640	goose_Hunan_155_2014	234	D	A	-
EPI958648	goose_Hunan_159_2014	234	D	A	-
EPI958656	goose_Hunan_160_2014	234	D	A	-
EPI958664	goose_Hunan_81_2014	234	D	A	-
EPI958672	goose_Hunan_161_2014	234	D	A	-
EPI958680	goose_Hunan_82_2014	234	D	A	-
EPI958688	goose_Hunan_HN11_2015	234	D	A	-
EPI958696	goose_Hunan_HN22_2015	234	D	A	-
EPI958704	goose_Hunan_HN310_2015	234	D	A	-
EPI958712	goose_Hunan_HN311_2015	234	D	A	-
EPI958720	goose_Hunan_HN314_2015	234	D	A	-
EPI958728	goose_Hunan_HN315_2015	234	D	A	-
EPI958736	goose_Hunan_HN316_2015	234	D	A	-
EPI958744	goose_Hunan_HN317_2015	234	D	A	-
EPI958752	goose_Hunan_HN318_2015	234	D	A	-
EPI958760	goose_Hunan_HN319_2015	234	D	A	-
EPI958768	goose_Hunan_HN325_2015	234	D	A	-
EPI958776	goose_Hunan_HN57_2015	234	D	A	-
EPI958784	goose_Hunan_HN88_2015	234	D	A	-
EPI958792	goose_Hunan_HN90_2015	234	D	A	-
EPI958800	goose_SiChuan_15_2015	234	D	A	-
EPI958808	muscovy_duck_Hunan_101_2014	234	D	A	28404845
EPI958816	muscovy_duck_Hunan_102_2014	234	D	A	28404845
EPI958824	muscovy_duck_Hunan_103_2014	234	D	A	28404845
EPI958842	muscovy_duck_Hunan_104_2014	234	D	A	28404845
EPI958850	muscovy_duck_Hunan_125_2014	234	D	A	28404845
EPI958858	muscovy_duck_Hunan_147_2014	234	D	A	28404845
EPI958866	muscovy_duck_Hunan_148_2014	234	D	A	28404845
EPI958874	muscovy_duck_Hunan_167_2014	234	D	A	28404845
EPI958882	muscovy_duck_Hunan_183_2014	234	D	A	28404845
EPI958890	muscovy_duck_Hunan_202_2014	234	D	A	28404845
EPI958898	muscovy_duck_Hunan_216_2014	234	D	A	28404845
EPI958906	muscovy_duck_Hunan_229_2014	234	D	A	28404845
EPI958914	muscovy_duck_Hunan_232_2014	234	D	A	28404845
EPI958922	muscovy_duck_Hunan_85_2014	234	D	A	28404845
EPI958930	muscovy_duck_Hunan_88_2014	234	D	A	28404845
EPI958938	muscovy_duck_Hunan_89_2014	234	D	A	28404845
EPI958946	muscovy_duck_Hunan_90_2014	234	D	A	28404845
EPI958954	muscovy_duck_Hunan_93_2014	234	D	A	28404845
EPI958962	muscovy_duck_Hunan_94_2014	234	D	A	28404845
EPI958970	muscovy_duck_Hunan_HN346_2015	234	D	A	28404845
EPI958978	muscovy_duck_Hunan_HN347_2015	234	D	A	28404845
EPI958986	muscovy_duck_Hunan_HN348_2015	234	D	A	28404845
EPI958994	muscovy_duck_Hunan_HN349_2015	234	D	A	28404845
EPI959002	muscovy_duck_Hunan_HN350_2015	234	D	A	28404845
EPI959010	muscovy_duck_Hunan_HN351_2015	234	D	A	28404845
EPI959018	muscovy_duck_Hunan_HN352_2015	234	D	A	28404845
EPI959026	muscovy_duck_Hunan_HN353_2015	234	D	A	28404845
EPI959034	muscovy_duck_Hunan_HN354_2015	234	D	A	28404845
EPI959042	muscovy_duck_Hunan_HN355_2015	234	D	A	28404845
EPI959050	muscovy_duck_Hunan_HN356_2015	234	D	A	28404845
EPI959058	muscovy_duck_Hunan_HN358_2015	234	D	A	28404845
EPI959066	muscovy_duck_Hunan_HN359_2015	234	D	A	28404845
EPI959074	muscovy_duck_Hunan_HN360_2015	234	D	A	28404845
EPI959082	muscovy_duck_Hunan_HN364_2015	234	D	A	28404845
EPI959090	muscovy_duck_Hunan_HN365_2015	234	D	A	28404845
EPI959098	muscovy_duck_Hunan_HN366_2015	234	D	A	28404845
EPI959106	muscovy_duck_Hunan_HN368_2015	234	D	A	28404845
EPI959114	chicken_Hunan_HN158_2015	234	D	A	-
EPI959122	duck_Hunan_HN232_2015	232	D	A	-
EPI961183	Hubei_29578_2016	234	D	M	-
EU195392	mallard_Huadong_S_2005	234	D	A	19937535
EU195400	mallard_Huadong_lk_2005	234	D	A	19937535
EU195408	mallard_Huadong_hn_2005	7	D	A	19937535
EU243126	chicken_Hebei_706_2005	7	D	A	-
EU243133	chicken_Hebei_102_2005	7	D	A	-
EU243146	chicken_Hebei_126_2005	7	D	A	-
EU263981	China_GD02_2006	234	D	M	-
EU329177	wild_duck_Hunan_021_2005	234	W	A	-
EU329186	wild_duck_Hunan_211_2005	234	W	A	-
EU430496	domestic_green_winged_teal_Hunan_67_2005	7	D	A	-
EU430511	domestic_green_winged_teal_Hunan_79_2005	7	D	A	-
EU434686	Jiangsu_1_2007	234	D	M	-
EU434694	Jiangsu_2_2007	234	D	M	-
EU594349	duck_Hubei_Hangmei01_2006	234	D	A	-
EU635874	chicken_Yunnan_chuxiong01_2005	232	D	A	-
EU874899	chicken_Guangdong_1_2005	232	D	A	-
FJ492879	Hunan_1_2006	234	D	M	-
FJ492880	Zhejiang_1_2006	234	D	M	-
FJ492881	Sichuan_1_2006	234	D	M	-
FJ492882	Fujian_1_2005	234	D	M	-
FJ492883	Fujian_1_2007	234	D	M	-
FJ492884	Guangdong_01_2006	234	D	M	-
FJ492885	Jiangxi_1_2005	234	D	M	-
FJ517645	pigeon_Zhejiang_17_2005	232	W	A	19742325
FJ784841	duck_Hunan_689_2006	234	D	A	-
FJ784842	chicken_Anhui_1089_2007	234	D	A	-
FJ784843	chicken_Henan_1362_2006	234	D	A	-
FJ784844	duck_Henan_1647_2006	234	D	A	-
FJ784845	duck_Henan_1650_2006	234	D	A	-
FJ784846	duck_Henan_1652_2006	234	D	A	-
FJ784847	chicken_Hunan_1793_2007	234	D	A	-
FJ784848	duck_Hunan_1930_2007	234	D	A	-
FJ784849	duck_Hunan_1964_2007	234	D	A	-
FJ784850	duck_Hunan_1994_2007	234	D	A	-
FJ784851	chicken_Hubei_2856_2007	234	D	A	-
FJ784852	duck_Hubei_2911_2007	234	D	A	-
FJ784853	chicken_Hubei_3002_2007	234	D	A	-
FJ784854	chicken_Hunan_3157_2006	234	D	A	-
FJ784855	duck_Hunan_3315_2006	234	D	A	-
FJ784856	duck_Hunan_3340_2006	234	D	A	-
GQ202211	tree_sparrow_Jiangsu_1_2008	234	W	A	-
GQ227367	pika_Qinghai_HMH_2007	232	W	M	-
GQ227380	pika_Qinghai_GRL_2007	232	W	M	-
GQ227383	pika_Qinghai_SHK_2007	232	W	M	-
GQ227391	pika_Qinghai_QW_2007	232	W	M	-
GU050310	avian_Hong_Kong_2065_2007	234	D	A	NCBI
GU050317	avian_Hong_Kong_0719_2007	234	D	A	NCBI
GU050325	avian_Hong_Kong_0828_2007	234	D	A	NCBI
GU050333	avian_Hong_Kong_2372_2007	234	D	A	NCBI
GU050341	avian_Hong_Kong_1993_2007	234	D	A	NCBI
GU052486	chicken_Hong_Kong_D_06_0947_2006	234	D	A	-
GU182142	chicken_Hunan_3_2007	232	D	A	-
GU182150	duck_Hunan_3_2007	232	D	A	-
GU182158	chicken_Hunan_8_2008	232	D	A	-
GU182166	duck_Hunan_8_2008	232	D	A	-
GU182174	environment_Hunan_7_73_2008	232	W	E	NCBI
GU182182	environment_Hunan_6_69_2008	234	W	E	NCBI
GU182190	environment_Hunan_6_45_2008	232	W	E	NCBI
GU182198	environment_Hunan_5_25_2007	232	W	E	NCBI
GU182206	environment_Hunan_5_32_2007	232	W	E	NCBI
GU182214	environment_Hunan_1_8_2007	234	W	E	NCBI
GU182222	environment_Hunan_1_35_2007	7	W	E	NCBI
GU182230	environment_Hunan_1_12_2007	7	W	E	NCBI
GU182238	environment_Hunan_2_16_2007	7	W	E	NCBI
GU182246	environment_Hunan_2_1_2007	7	W	E	NCBI
GU220793	lesser_kestrel_Heilongjiang_194_2007	234	W	A	-
GU477547	great_black_headed_gull_Qinghai_8_2009	232	W	A	-
GU477548	brown_headed_gull_Qinghai_9_2009	232	W	A	-
GU477549	brown_headed_gull_Qinghai_19_2009	232	W	A	-
GU596984	duck_Shandong_009_2008	234	D	A	-
GU727653	duck_Eastern_China_008_2008	234	D	A	-
GU727661	duck_Eastern_China_031_2009	234	D	A	-
GU727669	duck_Eastern_China_108_2008	234	D	A	-
GU727677	duck_Eastern_China_909_2009	234	D	A	-
HM172069	chicken_Sichuan_81_2005	234	D	A	-
HM172070	goose_Hubei_65_2005	234	D	A	-
HM172071	duck_Hubei_49_2005	234	D	A	-
HM172072	Anhui_2_2005	234	D	M	-
HM172073	chicken_Shandong_10_2006	7	D	A	-
HM172074	chicken_Hunan_1_2009	234	D	A	-
HM172076	chicken_Ningxia_24_2006	7	D	A	-
HM172077	chicken_Liaoning_11_2006	7	D	A	-
HM172078	chicken_Liaoning_1_2007	7	D	A	-
HM172079	chicken_Guizhou_7_2008	234	D	A	-
HM172080	chicken_Henan_7_2006	7	D	A	-
HM172081	chicken_Hebei_8_2009	7	D	A	-
HM172082	chicken_Shandong_5_2006	7	D	A	-
HM172086	chicken_Tibet_6_2008	234	D	A	-
HM172088	duck_Hunan_11_2007	234	D	A	-
HM172090	chicken_Xinjiang_28_2006	7	D	A	-
HM172091	chicken_Xinjiang_27_2006	7	D	A	-
HM172092	chicken_Jiangsu_18_2008	7	D	A	-
HM172093	chicken_Shandong_1_2009	234	D	A	-
HM172094	chicken_Xinjiang_53_2005	7	D	A	-
HM172096	chicken_Fujian_1_2007	234	D	A	-
HM172097	duck_Hunan_29_2006	234	D	A	-
HM172098	duck_Hunan_69_2004	234	D	A	-
HM172099	chicken_Xinjiang_67_2005	7	D	A	-
HM172100	duck_Jiangxi_80_2005	234	D	A	-
HM172101	shrike_Tibet_13_2006	234	W	A	-
HM172102	chicken_Xinjiang_17_2005	7	D	A	-
HM172103	chicken_Xinjiang_78_2005	7	D	A	-
HM172104	Anhui_1_2005	234	D	M	-
HM172105	duck_Hunan_70_2004	232	D	A	-
HM172106	chicken_Xinjiang_68_2005	7	D	A	-
HM172107	duck_Anhui_56_2005	234	D	A	-
HM172108	chicken_Xinjiang_16_2005	7	D	A	-
HM172109	duck_Yunnan_47_2006	234	D	A	-
HM172110	Guangxi_1_2005	234	D	M	-
HM172111	chicken_Xinjiang_54_2005	7	D	A	-
HM172112	chicken_Hunan_21_2005	234	D	A	-
HM172113	chicken_Shanxi_10_2006	7	D	A	-
HM172115	duck_Anhui_1_06	234	D	A	-
HM172116	duck_Guangdong_23_2004	232	D	A	-
HQ636461	Hong_Kong_6841_2010	232	D	M	-
HQ677023	chicken_Huadong_4_2008	7	D	A	-
JF975561	swan_Shanghai_10_2009	232	W	A	21904849
JN646713	duck_Zhejiang_213_2011	232	D	A	-
JN646714	duck_Zhejiang_224_2011	232	D	A	-
JN646715	duck_Zhejiang_2242_2011	232	D	A	-
JN646716	duck_Zhejiang_2243_2011	232	D	A	-
JN646717	duck_Zhejiang_2244_2011	232	D	A	-
JN646718	duck_Zhejiang_2245_2011	232	D	A	-
JN646719	duck_Zhejiang_2248_2011	232	D	A	-
JQ041399	duck_Hebei_0908_2009	7	D	A	-
JQ041400	chicken_Hebei_1102_2010	7	D	A	-
JQ041401	duck_Eastern_China_1111_2011	234	D	A	-
JQ041402	goose_Eastern_China_1112_2011	234	D	A	-
JQ277225	chicken_Sheny_0606_2008	7	D	A	-
JQ638673	chicken_Jiangsu_k0402_2010	232	D	A	-
JQ638674	goose_Jiangsu_k0403_2010	232	D	A	-
JQ973670	goose_Shandong_k1204_2009	234	D	A	-
JQ973678	quail_Jiangsu_k0104_2010	234	D	A	-
JQ973686	goose_Guangdong_k0103_2010	234	D	A	-
JQ973694	duck_Jiangsu_k1203_2010	234	D	A	-
JX094831	turtle_dove_Guangdong_300_2005	234	UN	A	-
JX507355	duck_Jiangsu_m234_2012	234	D	A	-
JX534549	wild_duck_Shandong_1_2011	7	W	A	-
JX534557	wild_duck_Shandong_2_2011	232	W	A	-
JX534565	wild_duck_Shandong_628_2011	234	W	A	-
JX534573	wild_duck_Jilin_HF_2011	232	W	A	-
JX534581	wild_duck_Jilin_ZF_2011	232	W	A	-
JX534589	wild_duck_Fujian_1_2011	232	W	A	-
JX534597	wild_duck_Fujian_2_2011	232	W	A	-
JX565019	chicken_Tibet_LZ01_2010	234	D	A	-
JX576788	environment_Hunan_3_2011	232	W	E	23682135
JX878683	duck_HuBei_03_2010	234	D	A	-
KC261463	duck_Eastern_China_057_2007	234	D	A	-
KC261464	goose_Eastern_China_223_2008	234	D	A	-
KC261465	chicken_Eastern_China_ZG56_2011	234	D	A	-
KC261466	chicken_North_China_k0604_2010	234	D	A	-
KC261467	chicken_Eastern_China_ZG16_2010	234	D	A	-
KC357320	barn_swallow_Hong_Kong_1161_2010	232	W	A	-
KC683522	swine_Jiangsu_1_2008	7	D	M	-
KC683523	swine_Jiangsu_2_2009	234	D	M	-
KC690156	domestic_green_winged_teal_Hunan_3450_2006	234	D	A	-
KF042284	hill_myna_Heilongjiang_0704_2012	232	W	A	-
KF150634	chicken_Jiangsu_1001_2013	7	D	A	-
KF572434	wild_bird_Hong_Kong_07035_1_2011	232	W	A	-
KF638579	chicken_Ningxia_222_2012	7	D	A	-
KF813113	tiger_Jiangsu_01_2013	232	D	M	-
KJ003987	duck_Hubei_xn_2007	232	D	A	-
KJ174937	chicken_Henan_Q7_2013	7	D	A	-
KJ476657	mallard_Shanghai_SH_9_2013	234	W	A	25363159
KJ476669	duck_Zhejiang_W24_2013	234	D	A	-
KJ476670	duck_Zhejiang_6D18_2013	234	D	A	-
KJ522766	chicken_Hubei_RA18_2010	232	D	A	-
KJ683880	chicken_Qingdao_1_2014	7	D	A	-
KJ683888	chicken_Yunnan_1_2014	234	D	A	-
KJ719459	chicken_Hebei_1102_M2010	7	D	A	-
KJ754145	duck_Guangdong_GD01_2014	234	D	A	-
KJ807779	chicken_Zhejiang_6C2_2013	234	D	A	-
KJ807780	duck_Zhejiang_6D2_2013	234	D	A	-
KJ907599	meerkat_Shanghai_SH_1_2012	232	D	M	-
KJ907607	chicken_Wuxi_WX_32_2013	232	D	A	-
KJ907615	chicken_Wuxi_WX_33_2013	232	D	A	-
KJ907623	great_tit_Panjing_PJ_66_2013	232	W	A	NCBI
KJ907631	duck_Jilin_JL_SIV_2013	234	D	A	-
KJ907639	mallard_Heilongjiang_HLJ_69_2013	232	W	A	NCBI
KJ907647	duck_Liaoning_LN_2011	234	D	A	-
KJ933377	duck_Zhejiang_6DK19_2013	234	D	A	-
KJ938658	environment_Zhenjiang_C13_2013	234	D	E	25212611
KM027999	swine_Guangxi_592_2011	232	D	M	-
KM251462	Anas_crecca_Hubei_Chenhu1623_5_2014	234	W	A	27916476
KM251463	chicken_Sichuan_NCJPL1_2014	234	D	A	-
KM251464	duck_Sichuan_NCJPL7_2014	234	D	A	-
KM251465	duck_Sichuan_NCXJ15_2014	234	D	A	-
KM251466	duck_Sichuan_NCXJ16_2014	234	D	A	-
KM251467	duck_Sichuan_NCXJ24_2014	234	D	A	-
KM251468	environment_Sichuan_NCLL1_2014	234	D	E	25604926
KM251469	duck_Sichuan_NCXN10_2014	234	D	A	-
KM251470	duck_Sichuan_NCXN11_2014	234	D	A	-
KM251471	pigeon_Sichuan_NCXN29_2014	234	D	A	25604926
KM392376	chicken_AnNing_1_2014	234	D	A	-
KM392379	chicken_DaLi_302_2014	234	D	A	-
KM504101	duck_Shandong_Q1_2013	234	D	A	-
KM873638	cat_Sichuan_SC18_2014	234	D	M	-
KM873646	swan_goose_Jilin_JL01_2014	234	W	A	26034886
KP000007	chicken_Chiping_0321_2014	7	D	A	-
KP000015	chicken_Laiwu_0313_2014	7	D	A	-
KP000023	chicken_Shijiazhuang_1209_2013	7	D	A	-
KP083451	migratory_waterfowl_Hubei_Chenhu1306_2014	234	W	A	-
KP083459	migratory_waterfowl_Hubei_Chenhu1347_2014	234	W	A	-
KP090439	chicken_Jiangxi_NCDZT1123_2014	234	D	A	-
KP090447	chicken_Jiangxi_NCDZT1126_2014	234	D	A	-
KP233704	duck_Hunan_316_2005	234	D	A	-
KP284957	chicken_Shenzhen_433_2013	234	D	A	-
KP284965	chicken_Shenzhen_552_2013	234	D	A	-
KP284973	chicken_Shenzhen_1395_2013	234	D	A	-
KP284981	chicken_Shenzhen_1845_2013	234	D	A	-
KP284989	chicken_Shenzhen_2396_2013	234	D	A	-
KP284997	chicken_Shenzhen_2464_2013	234	D	A	-
KP285005	duck_Dongguan_2685_2013	234	D	A	-
KP285013	silkie_chicken_Dongguan_2809_2013	234	D	A	25589662
KP285021	duck_Dongguan_3069_2013	234	D	A	-
